Bulan,Product Name,Customer Name,Jenis Produk,Total Penjualan
8,Röd Kaviar,Save-a-lot Markets,Seafood,525
8,Mozzarella di Giovanni,Maison Dewey,Dairy Products,522
8,Carnarvon Tigers,Santé Gourmet,Seafood,500
8,Tofu,Frankenversand,Produce,488.25
8,Lakkalikööri,QUICK-Stop,Beverages,475.2
8,Tarte au sucre,Morgenstern Gesundkost,Confections,472.8
8,Alice Mutton,Lehmanns Marktstand,Meat/Poultry,468
8,Alice Mutton,Rattlesnake Canyon Grocery,Meat/Poultry,468
8,Rössle Sauerkraut,The Cracker Box,Produce,456
8,Inlagd Sill,Wartian Herkku,Seafood,456
8,Original Frankfurter grüne Soße,Hungry Owl All-Night Grocers,Condiments,455
8,Chai,Blondesddsl père et fils,Beverages,450
8,Louisiana Fiery Hot Pepper Sauce,LINO-Delicateses,Condiments,442.05
8,Flotemysost,Berglunds snabbköp,Dairy Products,430
8,Sir Rodney's Scones,Mère Paillarde,Confections,420
8,Valkoinen suklaa,Queen Cozinha,Confections,406.25
8,Gorgonzola Telino,Rattlesnake Canyon Grocery,Dairy Products,400
8,Perth Pasties,Berglunds snabbköp,Meat/Poultry,393.6
8,Sir Rodney's Marmalade,Rattlesnake Canyon Grocery,Confections,388.8
8,Pâté chinois,Berglunds snabbköp,Meat/Poultry,384
8,Chang,Ricardo Adocicados,Beverages,380
8,Chartreuse verte,Alfreds Futterkiste,Beverages,378
8,Ikura,Tortuga Restaurante,Seafood,372
8,Gula Malacca,Que Delícia,Condiments,372
8,Chartreuse verte,Que Delícia,Beverages,360
8,Flotemysost,Vins et alcools Chevalier,Dairy Products,344
8,Chef Anton's Gumbo Mix,Comércio Mineiro,Condiments,340
8,Camembert Pierrot,Ana Trujillo Emparedados y helados,Dairy Products,340
8,Gula Malacca,Lehmanns Marktstand,Condiments,325.5
8,Flotemysost,Island Trading,Dairy Products,322.5
8,Chef Anton's Gumbo Mix,Magazzini Alimentari Riuniti,Condiments,320.25
8,Gustaf's Knäckebröd,Ricardo Adocicados,Grains/Cereals,315
8,Outback Lager,Island Trading,Beverages,300
8,Röd Kaviar,Berglunds snabbköp,Seafood,300
8,Sir Rodney's Scones,Simons bistro,Confections,300
8,Wimmers gute Semmelknödel,Godos Cocina Típica,Grains/Cereals,299.25
8,Pâté chinois,Königlich Essen,Meat/Poultry,288
8,Inlagd Sill,Hanari Carnes,Seafood,285
8,Vegie-spread,Berglunds snabbköp,Condiments,280.8
8,Teatime Chocolate Biscuits,Que Delícia,Confections,276
8,Chai,Hungry Owl All-Night Grocers,Beverages,270
8,Raclette Courdavault,Magazzini Alimentari Riuniti,Dairy Products,264
8,Chai,Rattlesnake Canyon Grocery,Beverages,259.2
8,Spegesild,Wellington Importadora,Seafood,252
8,Sir Rodney's Scones,Frankenversand,Confections,250
8,Carnarvon Tigers,Wellington Importadora,Seafood,250
8,Genen Shouyu,LILA-Supermercado,Condiments,248
8,Gula Malacca,Berglunds snabbköp,Condiments,248
8,Maxilaku,Comércio Mineiro,Confections,240
8,Aniseed Syrup,B's Beverages,Condiments,240
8,Wimmers gute Semmelknödel,B's Beverages,Grains/Cereals,239.4
8,Outback Lager,Die Wandernde Kuh,Beverages,225
8,Scottish Longbreads,Ricardo Adocicados,Confections,225
8,Sasquatch Ale,Ricardo Adocicados,Beverages,224
8,Tourtière,Familia Arquibaldo,Meat/Poultry,223.5
8,Chef Anton's Cajun Seasoning,Magazzini Alimentari Riuniti,Condiments,220
8,Queso Cabrales,Queen Cozinha,Dairy Products,210
8,Mozzarella di Giovanni,Vins et alcools Chevalier,Dairy Products,194.6
8,Gula Malacca,The Cracker Box,Condiments,194.5
8,Rogede sild,LINO-Delicateses,Seafood,190
8,Scottish Longbreads,Mère Paillarde,Confections,187.5
8,Rhönbräu Klosterbier,Berglunds snabbköp,Beverages,186
8,Vegie-spread,Tortuga Restaurante,Condiments,175.5
8,Gorgonzola Telino,QUICK-Stop,Dairy Products,150
8,Spegesild,Ricardo Adocicados,Seafood,144
8,Teatime Chocolate Biscuits,Frankenversand,Confections,138
8,Teatime Chocolate Biscuits,LILA-Supermercado,Confections,131.4
8,Nord-Ost Matjeshering,Romero y tomillo,Seafood,124.2
8,Original Frankfurter grüne Soße,Comércio Mineiro,Condiments,104
8,Konbu,Que Delícia,Seafood,96
8,Tunnbröd,Island Trading,Grains/Cereals,90
8,Manjimup Dried Apples,Que Delícia,Produce,84.8
8,Mozzarella di Giovanni,LILA-Supermercado,Dairy Products,83.4
8,Escargots de Bourgogne,Wartian Herkku,Seafood,79.5
8,Konbu,Ernst Handel,Seafood,78
8,Singaporean Hokkien Fried Mee,Ana Trujillo Emparedados y helados,Grains/Cereals,70
8,Tofu,Ana Trujillo Emparedados y helados,Produce,69.75
8,Guaraná Fantástica,Ricardo Adocicados,Beverages,67.5
8,Rhönbräu Klosterbier,La maison d'Asie,Beverages,62
8,Tourtière,Reggiani Caseifici,Meat/Poultry,59
8,Steeleye Stout,Romero y tomillo,Beverages,57.6
8,Laughing Lumberjack Lager,Lehmanns Marktstand,Beverages,56
8,Geitost,Die Wandernde Kuh,Dairy Products,50
8,Geitost,Split Rail Beer & Ale,Dairy Products,48
8,Konbu,Tortuga Restaurante,Seafood,48
8,Teatime Chocolate Biscuits,Island Trading,Confections,46
8,Guaraná Fantástica,Magazzini Alimentari Riuniti,Beverages,43.2
8,Guaraná Fantástica,Berglunds snabbköp,Beverages,43.2
8,Geitost,QUICK-Stop,Dairy Products,40
8,Rhönbräu Klosterbier,Rattlesnake Canyon Grocery,Beverages,37.2
8,Rhönbräu Klosterbier,Tortuga Restaurante,Beverages,37.2
8,Guaraná Fantástica,Tortuga Restaurante,Beverages,36
8,Filo Mix,Laughing Bacchus Wine Cellars,Grains/Cereals,35
8,Ravioli Angelo,Romero y tomillo,Grains/Cereals,31.2
8,Scottish Longbreads,Reggiani Caseifici,Confections,30
8,Spegesild,Alfreds Futterkiste,Seafood,24
8,Guaraná Fantástica,Laughing Bacchus Wine Cellars,Beverages,22.5
8,Guaraná Fantástica,Romero y tomillo,Beverages,21.6
8,Rhönbräu Klosterbier,Folies gourmandes,Beverages,15.5
8,Guaraná Fantástica,Frankenversand,Beverages,13.5
8,Teatime Chocolate Biscuits,Romero y tomillo,Confections,7.3
9,Mishi Kobe Niku,Hungry Owl All-Night Grocers,Meat/Poultry,4850
9,Thüringer Rostbratwurst,Richter Supermarkt,Meat/Poultry,4456.44
9,Côte de Blaye,Berglunds snabbköp,Beverages,3952.5
9,Queso Manchego La Pastora,Save-a-lot Markets,Dairy Products,3800
9,Tarte au sucre,Rattlesnake Canyon Grocery,Confections,3743
9,Thüringer Rostbratwurst,Old World Delicatessen,Meat/Poultry,2475
9,Camembert Pierrot,QUICK-Stop,Dairy Products,1870
9,Gnocchi di nonna Alice,Save-a-lot Markets,Grains/Cereals,1710
9,Sir Rodney's Marmalade,Hungry Coyote Import Store,Confections,1701
9,Gudbrandsdalsost,Ernst Handel,Dairy Products,1620
9,Jack's New England Clam Chowder,Save-a-lot Markets,Seafood,1389.6
9,Raclette Courdavault,Hungry Owl All-Night Grocers,Dairy Products,1320
9,Boston Crab Meat,QUICK-Stop,Seafood,1288
9,Carnarvon Tigers,Old World Delicatessen,Seafood,1250
9,Alice Mutton,Suprêmes délices,Meat/Poultry,1248
9,Thüringer Rostbratwurst,Hungry Owl All-Night Grocers,Meat/Poultry,1237.9
9,Alice Mutton,Piccolo und mehr,Meat/Poultry,1170
9,Manjimup Dried Apples,Bon app',Produce,1060
9,Manjimup Dried Apples,Lonesome Pine Restaurant,Produce,1060
9,Mascarpone Fabioli,Rattlesnake Canyon Grocery,Dairy Products,1024
9,Camembert Pierrot,Save-a-lot Markets,Dairy Products,1020
9,Camembert Pierrot,Ottilies Käseladen,Dairy Products,1020
9,Rössle Sauerkraut,Suprêmes délices,Produce,1019.2
9,Gumbär Gummibärchen,Antonio Moreno Taquería,Confections,936.9
9,Wimmers gute Semmelknödel,Great Lakes Food Market,Grains/Cereals,931
9,Original Frankfurter grüne Soße,QUICK-Stop,Condiments,910
9,Ipoh Coffee,Die Wandernde Kuh,Beverages,883.2
9,Pavlova,Old World Delicatessen,Confections,872.5
9,Chartreuse verte,Blondesddsl père et fils,Beverages,864
9,Genen Shouyu,Save-a-lot Markets,Condiments,775
9,Röd Kaviar,Frankenversand,Seafood,750
9,Ikura,Furia Bacalhau e Frutos do Mar,Seafood,744
9,Ipoh Coffee,Hungry Owl All-Night Grocers,Beverages,736
9,Inlagd Sill,Hungry Owl All-Night Grocers,Seafood,722
9,Spegesild,Frankenversand,Seafood,720
9,Tofu,Frankenversand,Produce,697.5
9,Camembert Pierrot,Frankenversand,Dairy Products,680
9,Raclette Courdavault,Blondesddsl père et fils,Dairy Products,660
9,Escargots de Bourgogne,Hungry Owl All-Night Grocers,Seafood,649.25
9,Ikura,Gourmet Lanchonetes,Seafood,620
9,Gnocchi di nonna Alice,Die Wandernde Kuh,Grains/Cereals,608
9,Chang,Hungry Owl All-Night Grocers,Beverages,608
9,Grandma's Boysenberry Spread,Hungry Owl All-Night Grocers,Condiments,600
9,Outback Lager,Queen Cozinha,Beverages,600
9,Sir Rodney's Scones,QUICK-Stop,Confections,600
9,Tarte au sucre,Hungry Owl All-Night Grocers,Confections,591
9,Boston Crab Meat,Godos Cocina Típica,Seafood,588
9,Inlagd Sill,Simons bistro,Seafood,570
9,Singaporean Hokkien Fried Mee,Old World Delicatessen,Grains/Cereals,560
9,Mozzarella di Giovanni,Blondesddsl père et fils,Dairy Products,556
9,Boston Crab Meat,Bon app',Seafood,552
9,Gula Malacca,Great Lakes Food Market,Condiments,544.6
9,Spegesild,Save-a-lot Markets,Seafood,540
9,Perth Pasties,Die Wandernde Kuh,Meat/Poultry,524
9,Pavlova,Frankenversand,Confections,523.5
9,Louisiana Fiery Hot Pepper Sauce,Godos Cocina Típica,Condiments,504
9,Wimmers gute Semmelknödel,Die Wandernde Kuh,Grains/Cereals,498.75
9,Tarte au sucre,France restauration,Confections,493
9,Maxilaku,Tortuga Restaurante,Confections,480
9,Gumbär Gummibärchen,Piccolo und mehr,Confections,468.45
9,Gnocchi di nonna Alice,Furia Bacalhau e Frutos do Mar,Grains/Cereals,456
9,Boston Crab Meat,Queen Cozinha,Seafood,441.6
9,Ipoh Coffee,Suprêmes délices,Beverages,441.6
9,Raclette Courdavault,Tortuga Restaurante,Dairy Products,440
9,Gudbrandsdalsost,LILA-Supermercado,Dairy Products,432
9,Chartreuse verte,Old World Delicatessen,Beverages,432
9,Gustaf's Knäckebröd,Die Wandernde Kuh,Grains/Cereals,420
9,Singaporean Hokkien Fried Mee,Bon app',Grains/Cereals,420
9,Pavlova,LILA-Supermercado,Confections,417
9,Gula Malacca,Tortuga Restaurante,Condiments,408.45
9,Louisiana Hot Spiced Okra,Magazzini Alimentari Riuniti,Condiments,408
9,Escargots de Bourgogne,Frankenversand,Seafood,397.5
9,Tarte au sucre,Lonesome Pine Restaurant,Confections,394
9,Zaanse koeken,Ottilies Käseladen,Confections,380
9,Boston Crab Meat,Ottilies Käseladen,Seafood,368
9,Chartreuse verte,Berglunds snabbköp,Beverages,360
9,Outback Lager,Island Trading,Beverages,360
9,Chef Anton's Cajun Seasoning,Hungry Owl All-Night Grocers,Condiments,352
9,Laughing Lumberjack Lager,Frankenversand,Beverages,350
9,Perth Pasties,Frankenversand,Meat/Poultry,328
9,Escargots de Bourgogne,Rattlesnake Canyon Grocery,Seafood,318
9,Louisiana Fiery Hot Pepper Sauce,Furia Bacalhau e Frutos do Mar,Condiments,315.75
9,Flotemysost,Ernst Handel,Dairy Products,301
9,Chai,Lonesome Pine Restaurant,Beverages,288
9,Tunnbröd,Frankenversand,Grains/Cereals,288
9,Singaporean Hokkien Fried Mee,Gourmet Lanchonetes,Grains/Cereals,280
9,Teatime Chocolate Biscuits,Great Lakes Food Market,Confections,276
9,Ipoh Coffee,Wilman Kala,Beverages,276
9,Chef Anton's Cajun Seasoning,Berglunds snabbköp,Condiments,264
9,Perth Pasties,Romero y tomillo,Meat/Poultry,262
9,Flotemysost,Berglunds snabbköp,Dairy Products,258
9,Louisiana Fiery Hot Pepper Sauce,France restauration,Condiments,252.6
9,Gorgonzola Telino,Old World Delicatessen,Dairy Products,250
9,Gorgonzola Telino,Queen Cozinha,Dairy Products,250
9,Outback Lager,Ricardo Adocicados,Beverages,240
9,Rhönbräu Klosterbier,Antonio Moreno Taquería,Beverages,232.5
9,Tourtière,Save-a-lot Markets,Meat/Poultry,223.5
9,Louisiana Fiery Hot Pepper Sauce,Richter Supermarkt,Condiments,210.5
9,Nord-Ost Matjeshering,Romero y tomillo,Seafood,207
9,Queso Cabrales,LILA-Supermercado,Dairy Products,201.6
9,Gudbrandsdalsost,Du monde entier,Dairy Products,201.6
9,Scottish Longbreads,Magazzini Alimentari Riuniti,Confections,200
9,Tarte au sucre,The Big Cheese,Confections,197
9,Rhönbräu Klosterbier,Frankenversand,Beverages,193.75
9,Jack's New England Clam Chowder,Reggiani Caseifici,Seafood,193
9,Inlagd Sill,QUICK-Stop,Seafood,182.4
9,Lakkalikööri,Lonesome Pine Restaurant,Beverages,180
9,Pavlova,France restauration,Confections,174.5
9,Sasquatch Ale,Island Trading,Beverages,156.8
9,Scottish Longbreads,Lonesome Pine Restaurant,Confections,155
9,Scottish Longbreads,Godos Cocina Típica,Confections,150
9,Boston Crab Meat,Die Wandernde Kuh,Seafood,147
9,Rössle Sauerkraut,Die Wandernde Kuh,Produce,145.6
9,Zaanse koeken,Gourmet Lanchonetes,Confections,142.5
9,Pavlova,The Big Cheese,Confections,139
9,Gnocchi di nonna Alice,Vins et alcools Chevalier,Grains/Cereals,121.6
9,Sir Rodney's Scones,Great Lakes Food Market,Confections,120
9,Teatime Chocolate Biscuits,Die Wandernde Kuh,Confections,110.4
9,Teatime Chocolate Biscuits,Ricardo Adocicados,Confections,109.5
9,Gorgonzola Telino,Die Wandernde Kuh,Dairy Products,100
9,Pâté chinois,Die Wandernde Kuh,Meat/Poultry,96
9,Zaanse koeken,Save-a-lot Markets,Confections,95
9,Geitost,Antonio Moreno Taquería,Dairy Products,95
9,Singaporean Hokkien Fried Mee,Wilman Kala,Grains/Cereals,84
9,Jack's New England Clam Chowder,Rattlesnake Canyon Grocery,Seafood,77
9,Geitost,Save-a-lot Markets,Dairy Products,75
9,Tofu,Great Lakes Food Market,Produce,69.75
9,Louisiana Hot Spiced Okra,Antonio Moreno Taquería,Condiments,68
9,Singaporean Hokkien Fried Mee,Du monde entier,Grains/Cereals,67.2
9,Teatime Chocolate Biscuits,Tortuga Restaurante,Confections,64.4
9,Filo Mix,Du monde entier,Grains/Cereals,63
9,Ikura,Tortuga Restaurante,Seafood,62
9,Rhönbräu Klosterbier,Die Wandernde Kuh,Beverages,62
9,Outback Lager,Ana Trujillo Emparedados y helados,Beverages,60
9,Zaanse koeken,Great Lakes Food Market,Confections,57
9,Raclette Courdavault,Lonesome Pine Restaurant,Dairy Products,55
9,Chartreuse verte,Hungry Owl All-Night Grocers,Beverages,54
9,Pavlova,Wilman Kala,Confections,52.35
9,Nord-Ost Matjeshering,Gourmet Lanchonetes,Seafood,51.78
9,Flotemysost,Hungry Owl All-Night Grocers,Dairy Products,51.6
9,Tunnbröd,Island Trading,Grains/Cereals,45
9,Tourtière,Berglunds snabbköp,Meat/Poultry,44.7
9,Jack's New England Clam Chowder,Gourmet Lanchonetes,Seafood,38.6
9,Flotemysost,Tortuga Restaurante,Dairy Products,34.4
9,Tourtière,Romero y tomillo,Meat/Poultry,29.5
9,Gudbrandsdalsost,Ana Trujillo Emparedados y helados,Dairy Products,28.8
9,Singaporean Hokkien Fried Mee,Hungry Owl All-Night Grocers,Grains/Cereals,22.4
10,Thüringer Rostbratwurst,QUICK-Stop,Meat/Poultry,4951.6
10,Côte de Blaye,Split Rail Beer & Ale,Beverages,4216
10,Perth Pasties,Save-a-lot Markets,Meat/Poultry,3936
10,Vegie-spread,Save-a-lot Markets,Condiments,2808
10,Rössle Sauerkraut,Vaffeljernet,Produce,2736
10,Uncle Bob's Organic Dried Pears,QUICK-Stop,Produce,2700
10,Tarte au sucre,QUICK-Stop,Confections,2366.4
10,Raclette Courdavault,Hungry Owl All-Night Grocers,Dairy Products,2310
10,Alice Mutton,Mère Paillarde,Meat/Poultry,2184
10,Manjimup Dried Apples,Hungry Owl All-Night Grocers,Produce,2035.2
10,Carnarvon Tigers,Mère Paillarde,Seafood,2000
10,Raclette Courdavault,Folk och fä HB,Dairy Products,1925
10,Ipoh Coffee,QUICK-Stop,Beverages,1840
10,Raclette Courdavault,Save-a-lot Markets,Dairy Products,1760
10,Northwoods Cranberry Sauce,Gourmet Lanchonetes,Condiments,1600
10,Thüringer Rostbratwurst,Ernst Handel,Meat/Poultry,1485.48
10,Manjimup Dried Apples,Gourmet Lanchonetes,Produce,1484
10,Ipoh Coffee,Bon app',Beverages,1472
10,Gula Malacca,QUICK-Stop,Condiments,1439.3
10,Raclette Courdavault,QUICK-Stop,Dairy Products,1375
10,Louisiana Fiery Hot Pepper Sauce,Ernst Handel,Condiments,1368.25
10,Queso Manchego La Pastora,Königlich Essen,Dairy Products,1368
10,Wimmers gute Semmelknödel,Lehmanns Marktstand,Grains/Cereals,1330
10,Flotemysost,Save-a-lot Markets,Dairy Products,1290
10,Gumbär Gummibärchen,LILA-Supermercado,Confections,1245
10,Flotemysost,Wartian Herkku,Dairy Products,1204
10,Gnocchi di nonna Alice,Hungry Owl All-Night Grocers,Grains/Cereals,1140
10,Mozzarella di Giovanni,Königlich Essen,Dairy Products,1112
10,Ipoh Coffee,Old World Delicatessen,Beverages,1104
10,Tarte au sucre,Mère Paillarde,Confections,1103.2
10,Gudbrandsdalsost,White Clover Markets,Dairy Products,1080
10,Scottish Longbreads,Save-a-lot Markets,Confections,1062.5
10,Alice Mutton,Save-a-lot Markets,Meat/Poultry,1053
10,Rogede sild,Save-a-lot Markets,Seafood,1045
10,Steeleye Stout,Save-a-lot Markets,Beverages,1008
10,Carnarvon Tigers,Bon app',Seafood,1000
10,Tarte au sucre,Königlich Essen,Confections,986
10,Gumbär Gummibärchen,Save-a-lot Markets,Confections,936.9
10,Inlagd Sill,Frankenversand,Seafood,912
10,Gudbrandsdalsost,Frankenversand,Dairy Products,900
10,Vegie-spread,Alfreds Futterkiste,Condiments,878
10,Queso Cabrales,Folk och fä HB,Dairy Products,840
10,Ravioli Angelo,Around the Horn,Grains/Cereals,780
10,Alice Mutton,White Clover Markets,Meat/Poultry,780
10,Pâté chinois,Frankenversand,Meat/Poultry,768
10,Gnocchi di nonna Alice,Hanari Carnes,Grains/Cereals,760
10,Inlagd Sill,Königlich Essen,Seafood,760
10,Carnarvon Tigers,Let's Stop N Shop,Seafood,750
10,Outback Lager,QUICK-Stop,Beverages,750
10,Nord-Ost Matjeshering,Folk och fä HB,Seafood,724.5
10,Mozzarella di Giovanni,LILA-Supermercado,Dairy Products,695
10,Mozzarella di Giovanni,Frankenversand,Dairy Products,695
10,Gnocchi di nonna Alice,Save-a-lot Markets,Grains/Cereals,684
10,Louisiana Fiery Hot Pepper Sauce,Furia Bacalhau e Frutos do Mar,Condiments,672
10,Ikura,Bon app',Seafood,651
10,Flotemysost,Bon app',Dairy Products,645
10,Chai,Berglunds snabbköp,Beverages,630
10,Lakkalikööri,Hungry Owl All-Night Grocers,Beverages,630
10,Chang,Save-a-lot Markets,Beverages,627
10,Gorgonzola Telino,Save-a-lot Markets,Dairy Products,625
10,Alice Mutton,Old World Delicatessen,Meat/Poultry,624
10,Gumbär Gummibärchen,Frankenversand,Confections,597.6
10,Gravad lax,Frankenversand,Seafood,582.4
10,Mishi Kobe Niku,White Clover Markets,Meat/Poultry,582
10,Spegesild,Save-a-lot Markets,Seafood,576
10,Gorgonzola Telino,Frankenversand,Dairy Products,560
10,Ikura,Save-a-lot Markets,Seafood,558
10,Ikura,Vaffeljernet,Seafood,558
10,Chai,QUICK-Stop,Beverages,540
10,Röd Kaviar,Folk och fä HB,Seafood,525
10,Rössle Sauerkraut,Tortuga Restaurante,Produce,509.6
10,Pâté chinois,Around the Horn,Meat/Poultry,504
10,Ikura,Mère Paillarde,Seafood,496
10,Chang,Folk och fä HB,Beverages,475
10,Zaanse koeken,Save-a-lot Markets,Confections,475
10,Gumbär Gummibärchen,White Clover Markets,Confections,468.45
10,Outback Lager,LINO-Delicateses,Beverages,450
10,Tourtière,White Clover Markets,Meat/Poultry,447
10,Raclette Courdavault,Old World Delicatessen,Dairy Products,440
10,Lakkalikööri,Tortuga Restaurante,Beverages,432
10,Flotemysost,Hungry Owl All-Night Grocers,Dairy Products,430
10,Chef Anton's Cajun Seasoning,Bólido Comidas preparadas,Condiments,422.4
10,Outback Lager,Around the Horn,Beverages,420
10,Jack's New England Clam Chowder,Save-a-lot Markets,Seafood,405.3
10,Northwoods Cranberry Sauce,Wilman Kala,Condiments,400
10,Escargots de Bourgogne,LINO-Delicateses,Seafood,397.5
10,Raclette Courdavault,Simons bistro,Dairy Products,396
10,Raclette Courdavault,Furia Bacalhau e Frutos do Mar,Dairy Products,396
10,Original Frankfurter grüne Soße,Hanari Carnes,Condiments,390
10,Steeleye Stout,Que Delícia,Beverages,378
10,Manjimup Dried Apples,Rancho grande,Produce,371
10,Chang,Frankenversand,Beverages,364.8
10,Gnocchi di nonna Alice,Split Rail Beer & Ale,Grains/Cereals,364.8
10,Pavlova,Königlich Essen,Confections,349
10,Pavlova,Old World Delicatessen,Confections,349
10,Camembert Pierrot,Gourmet Lanchonetes,Dairy Products,340
10,Rhönbräu Klosterbier,Save-a-lot Markets,Beverages,325.5
10,Sir Rodney's Scones,Frankenversand,Confections,320
10,Escargots de Bourgogne,Folk och fä HB,Seafood,318
10,Chef Anton's Cajun Seasoning,Princesa Isabel Vinhos,Condiments,316.8
10,Queso Cabrales,Ernst Handel,Dairy Products,315
10,Alice Mutton,Ernst Handel,Meat/Poultry,312
10,Nord-Ost Matjeshering,Old World Delicatessen,Seafood,310.5
10,Rhönbräu Klosterbier,Bólido Comidas preparadas,Beverages,310
10,Chocolade,Queen Cozinha,Confections,306
10,Tourtière,Let's Stop N Shop,Meat/Poultry,298
10,Pavlova,Save-a-lot Markets,Confections,291.9
10,Tunnbröd,Frankenversand,Grains/Cereals,288
10,Sirop d'érable,Rancho grande,Condiments,285
10,Lakkalikööri,Alfreds Futterkiste,Beverages,270
10,Gorgonzola Telino,HILARION-Abastos,Dairy Products,250
10,Gorgonzola Telino,Hungry Owl All-Night Grocers,Dairy Products,250
10,Alice Mutton,Tortuga Restaurante,Meat/Poultry,249.6
10,Ravioli Angelo,Bólido Comidas preparadas,Grains/Cereals,249.6
10,Röd Kaviar,White Clover Markets,Seafood,225
10,Spegesild,White Clover Markets,Seafood,216
10,Lakkalikööri,Lehmanns Marktstand,Beverages,216
10,Sasquatch Ale,Vaffeljernet,Beverages,196
10,Tofu,Wartian Herkku,Produce,186
10,Chef Anton's Cajun Seasoning,Mère Paillarde,Condiments,176
10,Flotemysost,Que Delícia,Dairy Products,172
10,Sasquatch Ale,Save-a-lot Markets,Beverages,168
10,Tofu,Königlich Essen,Produce,167.4
10,Nord-Ost Matjeshering,Split Rail Beer & Ale,Seafood,165.6
10,Steeleye Stout,LINO-Delicateses,Beverages,162
10,Escargots de Bourgogne,Save-a-lot Markets,Seafood,159
10,Guaraná Fantástica,Queen Cozinha,Beverages,157.5
10,Jack's New England Clam Chowder,Island Trading,Seafood,154
10,Mascarpone Fabioli,Hungry Owl All-Night Grocers,Dairy Products,153.6
10,Queso Manchego La Pastora,Wilman Kala,Dairy Products,152
10,Steeleye Stout,Island Trading,Beverages,144
10,Pâté chinois,Familia Arquibaldo,Meat/Poultry,144
10,Sirop d'érable,Mère Paillarde,Condiments,142.5
10,Chef Anton's Cajun Seasoning,Queen Cozinha,Condiments,132
10,Mascarpone Fabioli,HILARION-Abastos,Dairy Products,128
10,Zaanse koeken,Mère Paillarde,Confections,121.6
10,Outback Lager,Ernst Handel,Beverages,120
10,Grandma's Boysenberry Spread,Königlich Essen,Condiments,120
10,Jack's New England Clam Chowder,Familia Arquibaldo,Seafood,115.8
10,Zaanse koeken,Morgenstern Gesundkost,Confections,114
10,Filo Mix,Pericles Comidas clásicas,Grains/Cereals,112
10,Singaporean Hokkien Fried Mee,Mère Paillarde,Grains/Cereals,112
10,Tourtière,Frankenversand,Meat/Poultry,111.75
10,Teatime Chocolate Biscuits,Save-a-lot Markets,Confections,110.4
10,Chang,Hungry Owl All-Night Grocers,Beverages,106.4
10,Scottish Longbreads,Victuailles en stock,Confections,100
10,Scottish Longbreads,Furia Bacalhau e Frutos do Mar,Confections,100
10,Perth Pasties,Hungry Owl All-Night Grocers,Meat/Poultry,98.4
10,Inlagd Sill,The Big Cheese,Seafood,95
10,Jack's New England Clam Chowder,Bon app',Seafood,92.4
10,Guaraná Fantástica,Wilman Kala,Beverages,90
10,Chai,Save-a-lot Markets,Beverages,90
10,Tourtière,Bon app',Meat/Poultry,88.5
10,Lakkalikööri,Island Trading,Beverages,86.4
10,Chef Anton's Gumbo Mix,The Big Cheese,Condiments,85.4
10,Sir Rodney's Scones,Wartian Herkku,Confections,80
10,Nord-Ost Matjeshering,Let's Stop N Shop,Seafood,77.67
10,Teatime Chocolate Biscuits,Split Rail Beer & Ale,Confections,73
10,Teatime Chocolate Biscuits,LINO-Delicateses,Confections,64.4
10,Genen Shouyu,Königlich Essen,Condiments,62
10,Aniseed Syrup,Alfreds Futterkiste,Condiments,60
10,Chartreuse verte,Königlich Essen,Beverages,57.6
10,Konbu,Königlich Essen,Seafood,57.6
10,Sir Rodney's Scones,Rancho grande,Confections,50
10,Zaanse koeken,Franchi S.p.A.,Confections,47.5
10,Teatime Chocolate Biscuits,Franchi S.p.A.,Confections,46
10,NuNuCa Nuß-Nougat-Creme,Königlich Essen,Confections,44.8
10,Filo Mix,Victuailles en stock,Grains/Cereals,44.8
10,Gorgonzola Telino,Königlich Essen,Dairy Products,40
10,Scottish Longbreads,Lehmanns Marktstand,Confections,40
10,Filo Mix,Familia Arquibaldo,Grains/Cereals,28
10,Geitost,Simons bistro,Dairy Products,16
11,Côte de Blaye,Piccolo und mehr,Beverages,10540
11,Côte de Blaye,Ernst Handel,Beverages,4216
11,Thüringer Rostbratwurst,Blondesddsl père et fils,Meat/Poultry,3465
11,Raclette Courdavault,QUICK-Stop,Dairy Products,2475
11,Northwoods Cranberry Sauce,QUICK-Stop,Condiments,2240
11,Northwoods Cranberry Sauce,White Clover Markets,Condiments,2240
11,Camembert Pierrot,Seven Seas Imports,Dairy Products,2176
11,Côte de Blaye,Blondesddsl père et fils,Beverages,2108
11,Camembert Pierrot,Bottom-Dollar Markets,Dairy Products,1700
11,Manjimup Dried Apples,Chop-suey Chinese,Produce,1590
11,Carnarvon Tigers,QUICK-Stop,Seafood,1500
11,Camembert Pierrot,QUICK-Stop,Dairy Products,1496
11,Tarte au sucre,Save-a-lot Markets,Confections,1479
11,Gudbrandsdalsost,Chop-suey Chinese,Dairy Products,1440
11,Raclette Courdavault,Wartian Herkku,Dairy Products,1375
11,Carnarvon Tigers,Split Rail Beer & Ale,Seafood,1312.5
11,Mozzarella di Giovanni,Bottom-Dollar Markets,Dairy Products,1218
11,Gula Malacca,Ernst Handel,Condiments,1193.5
11,Gnocchi di nonna Alice,Bon app',Grains/Cereals,1140
11,Alice Mutton,Rattlesnake Canyon Grocery,Meat/Poultry,1123.2
11,Rössle Sauerkraut,Blondesddsl père et fils,Produce,1092
11,Gudbrandsdalsost,Piccolo und mehr,Dairy Products,1080
11,Gnocchi di nonna Alice,Save-a-lot Markets,Grains/Cereals,1064
